10063;ACQUAL;38;15494400;26295840
10074;ACQUAL;38;15494400;26295840
10206;ACQUAL;38;8879040;26295840
10213;ACQUAL;38;12456000;26295840
10237;ACQUAL;38;11178720;26295840
10242;ACQUAL;38;11537280;26295840
10246;ACQUAL;38;8778240;26295840
10290;ACQUAL;38;9673920;26295840
10303;ACQUAL;38;12150720;26295840
10304;ACQUAL;38;15595200;26297280
10327;ACQUAL;38;15595200;26297280
10376;ACQUAL;38;12052800;26295840
10392;ACQUAL;38;15595200;26295840
10398;ACQUAL;38;11832480;26295840
10401;ACQUAL;38;11482560;26295840
10410;ACQUAL;38;15595200;26297280
10468;ACQUAL;38;14895360;26297280
10476;ACQUAL;38;8297280;26295840
10495;ACQUAL;38;11482560;26295840
10529;ACQUAL;38;14768640;26297280
10569;ACQUAL;38;12669120;26295840
10575;ACQUAL;38;9493920;26295840
10580;ACQUAL;38;16138080;26295840
10616;ACQUAL;38;12163680;26295840
10623;ACQUAL;38;8635680;26295840
10686;ACQUAL;38;17506080;26297280
10689;ACQUAL;38;11482560;26295840
10712;ACQUAL;38;12097440;26295840
10714;ACQUAL;38;8860320;26295840
10720;ACQUAL;38;11482560;26295840
10782;ACQUAL;38;17762400;26295840
10802;ACQUAL;38;13888800;26297280
10803;ACQUAL;38;9401760;26295840
10825;ACQUAL;38;10614240;26295840
10867;ACQUAL;38;8303040;26295840
10877;ACQUAL;38;12254400;26295840
10928;ACQUAL;38;11763360;26295840
10958;ACQUAL;38;12699360;26297280
10968;ACQUAL;38;9332640;26295840
10988;ACQUAL;38;14407200;26297280
10997;ACQUAL;38;11891520;26295840
11020;ACQUAL;38;14407200;26297280
11023;ACQUAL;38;12578400;26295840
11034;ACQUAL;38;9070560;26295840
11049;ACQUAL;38;10997280;26297280
11108;ACQUAL;38;15671520;26297280
11215;ACQUAL;38;15671520;26297280
11220;ACQUAL;38;11482560;26295840
11286;ACQUAL;38;10964160;26295840
11402;ACQUAL;38;14407200;26297280
11459;ACQUAL;38;12042720;26295840
11494;ACQUAL;38;11482560;26295840
11498;ACQUAL;38;11482560;18538560
11525;ACQUAL;38;9313920;26295840
11559;ACQUAL;38;11482560;26295840
11563;ACQUAL;38;8858880;26295840
11654;ACQUAL;38;8635680;26295840
11706;ACQUAL;38;6891840;26295840
11768;ACQUAL;38;15772320;18999360
11811;ACQUAL;38;17671680;26295840
11874;ACQUAL;38;11482560;26295840
11893;ACQUAL;38;7308000;26295840
12116;ACQUAL;38;14535360;26297280
12149;ACQUAL;38;14535360;26297280
12247;ACQUAL;38;15822720;26295840
12294;ACQUAL;38;17935200;26297280
12317;ACQUAL;38;14578560;26297280
12331;ACQUAL;38;14578560;26297280
12405;ACQUAL;38;14578560;26297280
12451;ACQUAL;38;14578560;26297280
12835;ACQUAL;38;17540640;26297280
12914;ACQUAL;38;16925760;26297280
12919;ACQUAL;38;17580960;26297280
12920;ACQUAL;38;15455520;26297280
12925;ACQUAL;38;17580960;26297280
13022;ACQUAL;38;8595360;26295840
13636;ACQUAL;38;11255040;26295840
13732;ACQUAL;38;11482560;26295840
14023;ACQUAL;38;11482560;26295840
14189;ACQUAL;38;14870880;26297280
14271;ACQUAL;38;14699520;26297280
14484;ACQUAL;38;14870880;26297280
14718;ACQUAL;38;11482560;26295840
14781;ACQUAL;38;14739840;26297280
14793;ACQUAL;38;16220160;26297280
14794;ACQUAL;38;11705760;26295840
14903;ACQUAL;38;14699520;26295840
15087;ACQUAL;38;8595360;26295840
15152;ACQUAL;38;17435520;26295840
15236;ACQUAL;38;8262720;26295840
15274;ACQUAL;38;11482560;26295840
15295;ACQUAL;38;8616960;26295840
15402;ACQUAL;38;8354880;26295840
15464;ACQUAL;38;14895360;26297280
15474;ACQUAL;38;15602400;26297280
15544;ACQUAL;38;8343360;26295840
15788;ACQUAL;38;14895360;26297280
15797;ACQUAL;38;11482560;26297280
15855;ACQUAL;38;10342080;26295840
15959;ACQUAL;38;8589600;26295840
16068;ACQUAL;38;17762400;26295840
16159;ACQUAL;38;15192000;26297280
16204;ACQUAL;38;15455520;26297280
16330;ACQUAL;38;15455520;26297280
16559;ACQUAL;38;15494400;26297280
16583;ACQUAL;38;15494400;26297280
16605;ACQUAL;38;15494400;26297280
16619;ACQUAL;38;15494400;26297280
16679;ACQUAL;38;15494400;26297280
16722;ACQUAL;38;12346560;26295840
16970;ACQUAL;38;8778240;26295840
17037;ACQUAL;38;13201920;26295840
17052;ACQUAL;38;13536000;26295840
17067;ACQUAL;38;8608320;26295840
17156;ACQUAL;38;13536000;26295840
17241;ACQUAL;38;11482560;26295840
17256;ACQUAL;38;10137600;26295840
17309;ACQUAL;38;13344480;26295840
17353;ACQUAL;38;8436960;26295840
17407;ACQUAL;38;15298560;26297280
17426;ACQUAL;38;8256960;26295840
17551;ACQUAL;38;13718880;26295840
17656;ACQUAL;38;11482560;26295840
17693;ACQUAL;38;16109280;26295840
17706;ACQUAL;38;13505760;26295840
17741;ACQUAL;38;11482560;26297280
17787;ACQUAL;38;16542720;26297280
17812;ACQUAL;38;16704000;26297280
17826;ACQUAL;38;8494560;26295840
17853;ACQUAL;38;8547840;26295840
17867;ACQUAL;38;11832480;26297280
17918;ACQUAL;38;15795360;26297280
17933;ACQUAL;38;16790400;26297280
17976;ACQUAL;38;11181600;26295840
18048;ACQUAL;38;12052800;26295840
18110;ACQUAL;38;7590240;26295840
18150;ACQUAL;38;14018400;26295840
18276;ACQUAL;38;16754400;26297280
18407;ACQUAL;38;16508160;26297280
18590;ACQUAL;38;11482560;26295840
18606;ACQUAL;38;12042720;26295840
18732;ACQUAL;38;6765120;26295840
18765;ACQUAL;38;12052800;26295840
18773;ACQUAL;38;11921760;26295840
18788;ACQUAL;38;11482560;26295840
19023;ACQUAL;38;14643360;26297280
19047;ACQUAL;38;17143200;26297280
19051;ACQUAL;38;9442080;26295840
19105;ACQUAL;38;11482560;26295840
19127;ACQUAL;38;11482560;26295840
19234;ACQUAL;38;11574720;26295840
19417;ACQUAL;38;11482560;26295840
19712;ACQUAL;38;9591840;26295840
19727;ACQUAL;38;6770880;26297280
19794;ACQUAL;38;11095200;26295840
19851;ACQUAL;38;11482560;26295840
19870;ACQUAL;38;16508160;26297280
19920;ACQUAL;38;15268320;26297280
19957;ACQUAL;38;11482560;26295840
19986;ACQUAL;38;11482560;26295840
24608;ACQUAL;38;13363200;26297280
25451;ACQUAL;38;17409600;26297280
26387;ACQUAL;38;15602400;26297280
34595;ACQUAL;38;14899680;26295840
40818;ACQUAL;38;16685280;26297280
40926;ACQUAL;38;17824320;26297280
41338;ACQUAL;38;17449920;26295840
41527;ACQUAL;38;13685760;26297280
41533;ACQUAL;38;16704000;26297280
41827;ACQUAL;38;14699520;26297280
41873;ACQUAL;38;14870880;26295840
42091;ACQUAL;38;15883200;26297280
42132;ACQUAL;38;13320000;26295840
42135;ACQUAL;38;13320000;26295840
42161;ACQUAL;38;13320000;26295840
42209;ACQUAL;38;13320000;26295840
42245;ACQUAL;38;15268320;26297280
42296;ACQUAL;38;16754400;26297280
42368;ACQUAL;38;14699520;26297280
42556;ACQUAL;38;16443360;26297280
42590;ACQUAL;38;16443360;26297280
42642;ACQUAL;38;15933600;26297280
42686;ACQUAL;38;16443360;26297280
42813;ACQUAL;38;14516640;26295840
42976;ACQUAL;38;16470720;26297280
42999;ACQUAL;38;13347360;26295840
43127;ACQUAL;38;15956640;26297280
43300;ACQUAL;38;15956640;19078560
43308;ACQUAL;38;17935200;26297280
43842;ACQUAL;38;15975360;26297280
44006;ACQUAL;38;16470720;26297280
44032;ACQUAL;38;15975360;26297280
44040;ACQUAL;38;16470720;26297280
44050;ACQUAL;38;16470720;26297280
44097;ACQUAL;38;16470720;26297280
44105;ACQUAL;38;15978240;26297280
44292;ACQUAL;38;15988320;19023840
44384;ACQUAL;38;16489440;26297280
44483;ACQUAL;38;16109280;18833760
44549;ACQUAL;38;16489440;26297280
44551;ACQUAL;38;13685760;26297280
44563;ACQUAL;38;16489440;26297280
45033;ACQUAL;38;17844480;26297280
45341;ACQUAL;38;16076160;26297280
45377;ACQUAL;38;16076160;26297280
45540;ACQUAL;38;16089120;26297280
45707;ACQUAL;38;16109280;26297280
45786;ACQUAL;38;16129440;26297280
45810;ACQUAL;38;17621280;26295840
45838;ACQUAL;38;16129440;18760320
45957;ACQUAL;38;16159680;26297280
45977;ACQUAL;38;16159680;18496800
46053;ACQUAL;38;16159680;26297280
46055;ACQUAL;38;16159680;26297280
46175;ACQUAL;38;16159680;26297280
46696;ACQUAL;38;13320000;26295840
46797;ACQUAL;38;16382880;26297280
46806;ACQUAL;38;17526240;26297280
46827;ACQUAL;38;17526240;26297280
46856;ACQUAL;38;16382880;26297280
46877;ACQUAL;38;16382880;26297280
47035;ACQUAL;38;16382880;26297280
47098;ACQUAL;38;16403040;26297280
47119;ACQUAL;38;16403040;26297280
47391;ACQUAL;38;13789440;26295840
47956;ACQUAL;38;16528320;26297280
47961;ACQUAL;38;16528320;26297280
47981;ACQUAL;38;16528320;26297280
48000;ACQUAL;38;17526240;26297280
48183;ACQUAL;38;16685280;26297280
48372;ACQUAL;38;15076800;26297280
48517;ACQUAL;38;16776000;26297280
48536;ACQUAL;38;16770240;26297280
48566;ACQUAL;38;16770240;26297280
48581;ACQUAL;38;16770240;26297280
48626;ACQUAL;38;16790400;26297280
48674;ACQUAL;38;16790400;26297280
48679;ACQUAL;38;16904160;26297280
48682;ACQUAL;38;16790400;26297280
48713;ACQUAL;38;16790400;26297280
48726;ACQUAL;38;16790400;26297280
49116;ACQUAL;38;13789440;26295840
49126;ACQUAL;38;16572960;26297280
49134;ACQUAL;38;13789440;26295840
49144;ACQUAL;38;13789440;26295840
49812;ACQUAL;38;16685280;26297280
49956;ACQUAL;38;13789440;26295840
49991;ACQUAL;38;16904160;26297280
68199;ACQUAL;38;17268480;26297280
68461;ACQUAL;38;15475680;26295840
75317;ACQUAL;38;17304480;26297280
75324;ACQUAL;38;17304480;26297280
75329;ACQUAL;38;17304480;26297280
75331;ACQUAL;38;17304480;26297280
75332;ACQUAL;38;17304480;26297280
75377;ACQUAL;38;17532000;26297280
75380;ACQUAL;38;17532000;26297280
75381;ACQUAL;38;17532000;26297280
75384;ACQUAL;38;17532000;26295840
75393;ACQUAL;38;17532000;26297280
75396;ACQUAL;38;17532000;26297280
75461;ACQUAL;38;17405280;26297280
75463;ACQUAL;38;17405280;26297280
75467;ACQUAL;38;17405280;26297280
75472;ACQUAL;38;17405280;26297280
75480;ACQUAL;38;17405280;26297280
75574;ACQUAL;38;17435520;26297280
75576;ACQUAL;38;17435520;26297280
75583;ACQUAL;38;17435520;26297280
75619;ACQUAL;38;17475840;26297280
75623;ACQUAL;38;17475840;26297280
75624;ACQUAL;38;17475840;26297280
75627;ACQUAL;38;17475840;26297280
75629;ACQUAL;38;17475840;26297280
75630;ACQUAL;38;17475840;26297280
75633;ACQUAL;38;17475840;26297280
75666;ACQUAL;38;17435520;26297280
75668;ACQUAL;38;17435520;26297280
75705;ACQUAL;38;17506080;26297280
75706;ACQUAL;38;17506080;26297280
75713;ACQUAL;38;17506080;26297280
75714;ACQUAL;38;17506080;26297280
75715;ACQUAL;38;17506080;26297280
75717;ACQUAL;38;17506080;26297280
75718;ACQUAL;38;17506080;26297280
75719;ACQUAL;38;17506080;26297280
75720;ACQUAL;38;17511840;26297280
75721;ACQUAL;38;17506080;26297280
75780;ACQUAL;38;17556480;26297280
75781;ACQUAL;38;17556480;26295840
75782;ACQUAL;38;17556480;26297280
75785;ACQUAL;38;17556480;26297280
75786;ACQUAL;38;17556480;26297280
75788;ACQUAL;38;17556480;26297280
75791;ACQUAL;38;17556480;26297280
75794;ACQUAL;38;17556480;26297280
75797;ACQUAL;38;17556480;26297280
75798;ACQUAL;38;17556480;26297280
75799;ACQUAL;38;17556480;26297280
75989;ACQUAL;38;17824320;26297280
75990;ACQUAL;38;17824320;26297280
75991;ACQUAL;38;17824320;26297280
75992;ACQUAL;38;17824320;26297280
75993;ACQUAL;38;17824320;26297280
75994;ACQUAL;38;17844480;26297280
75998;ACQUAL;38;17824320;26297280
76001;ACQUAL;38;17824320;26297280
76002;ACQUAL;38;17824320;26297280
76003;ACQUAL;38;17824320;26297280
76004;ACQUAL;38;17824320;26297280
76005;ACQUAL;38;17824320;26297280
76008;ACQUAL;38;17824320;26297280
76029;ACQUAL;38;17844480;26297280
76030;ACQUAL;38;17844480;26297280
76031;ACQUAL;38;17844480;26297280
76033;ACQUAL;38;17844480;26297280
76034;ACQUAL;38;17844480;26297280
76035;ACQUAL;38;17844480;26297280
76036;ACQUAL;38;17844480;26297280
76037;ACQUAL;38;17844480;26297280
76038;ACQUAL;38;17844480;26297280
76041;ACQUAL;38;17844480;26297280
76042;ACQUAL;38;17844480;26297280
76043;ACQUAL;38;17844480;26297280
76081;ACQUAL;38;17824320;26297280
76085;ACQUAL;38;17844480;26297280
76086;ACQUAL;38;17844480;26297280
76087;ACQUAL;38;17844480;26297280
79143;ACQUAL;38;16994880;26297280
79154;ACQUAL;38;16994880;26297280
79156;ACQUAL;38;16994880;26297280
79179;ACQUAL;38;17017920;26297280
79189;ACQUAL;38;17017920;26297280
79190;ACQUAL;38;17017920;26297280
79268;ACQUAL;38;17042400;26297280
79270;ACQUAL;38;17042400;26297280
79276;ACQUAL;38;17042400;26297280
79288;ACQUAL;38;17062560;26297280
79292;ACQUAL;38;17062560;26297280
79296;ACQUAL;38;17062560;26297280
79366;ACQUAL;38;17974080;26295840
79373;ACQUAL;38;17102880;26297280
79382;ACQUAL;38;17844480;26297280
79402;ACQUAL;38;17102880;26297280
79405;ACQUAL;38;17102880;26297280
79534;ACQUAL;38;17123040;26297280
79535;ACQUAL;38;17123040;26297280
79539;ACQUAL;38;17123040;26297280
79542;ACQUAL;38;17123040;26297280
79545;ACQUAL;38;17143200;26297280
79564;ACQUAL;38;17143200;26297280
79567;ACQUAL;38;17143200;26295840
79572;ACQUAL;38;17143200;26297280
79662;ACQUAL;38;17163360;26297280
79667;ACQUAL;38;17163360;26297280
79670;ACQUAL;38;17163360;26297280
79674;ACQUAL;38;17163360;26297280
79675;ACQUAL;38;17163360;26297280
79679;ACQUAL;38;17163360;26297280
79680;ACQUAL;38;17163360;26297280
79684;ACQUAL;38;17183520;26297280
79687;ACQUAL;38;17183520;26297280
79691;ACQUAL;38;17183520;26297280
79692;ACQUAL;38;17183520;26297280
79694;ACQUAL;38;17183520;26297280
79698;ACQUAL;38;17183520;26297280
79699;ACQUAL;38;17183520;26297280
79700;ACQUAL;38;17143200;26297280
79702;ACQUAL;38;17183520;26297280
79723;ACQUAL;38;17223840;26295840
79726;ACQUAL;38;17223840;26297280
79737;ACQUAL;38;17203680;26297280
79738;ACQUAL;38;17223840;26297280
79744;ACQUAL;38;17203680;26297280
79748;ACQUAL;38;17244000;26297280
79772;ACQUAL;38;17244000;26297280
79774;ACQUAL;38;17244000;26297280
79777;ACQUAL;38;17244000;26297280
79780;ACQUAL;38;17244000;26297280
79803;ACQUAL;38;17264160;26297280
79809;ACQUAL;38;17264160;26297280
79810;ACQUAL;38;17264160;26297280
79815;ACQUAL;38;17264160;26297280
87018;ACQUAL;38;13668480;26295840
87216;ACQUAL;38;16944480;26297280
87501;ACQUAL;38;11482560;26295840
87516;ACQUAL;38;16904160;26297280
87518;ACQUAL;38;12052800;26295840
87737;ACQUAL;38;13344480;26295840
91309;ACQUAL;38;17339040;26297280
