21770;SAS;12466080;9000
26759;SAS;12466080;9000
27923;SAS;12466080;9000
27963;SAS;12466080;9000
27324;SAS;14391360;9000
21124;SAS;15112800;607
85773;SAS;15112800;623
23300;SAS;15112800;673
29461;SAS;15996960;9000
24431;SAS;17837280;3
24398;SAS;17837280;4
24395;SAS;17837280;5
24933;SAS;17837280;7
24971;SAS;17837280;8
24973;SAS;17837280;9
24987;SAS;17837280;10
25202;SAS;17837280;11
25351;SAS;17837280;12
24950;SAS;17837280;15
25613;SAS;17837280;16
24982;SAS;17837280;18
25916;SAS;17837280;19
25901;SAS;17837280;20
11642;SAS;17837280;22
25926;SAS;17837280;23
25458;SAS;17837280;24
27649;SAS;17837280;25
21462;SAS;17837280;27
26568;SAS;17837280;28
21597;SAS;17837280;29
21591;SAS;17837280;30
21739;SAS;17837280;31
11880;SAS;17837280;32
21713;SAS;17837280;33
21785;SAS;17837280;34
21875;SAS;17837280;35
21782;SAS;17837280;36
21786;SAS;17837280;37
21880;SAS;17837280;38
20091;SAS;17837280;39
21894;SAS;17837280;40
22760;SAS;17837280;42
23172;SAS;17837280;43
37444;SAS;17837280;44
37486;SAS;17837280;45
17759;SAS;17837280;46
23252;SAS;17837280;47
23621;SAS;17837280;48
23656;SAS;17837280;49
20913;SAS;17837280;50
23465;SAS;17837280;51
10293;SAS;17837280;52
25949;SAS;17837280;53
10585;SAS;17837280;54
26075;SAS;17837280;55
26194;SAS;17837280;56
27646;SAS;17837280;60
27704;SAS;17837280;61
27630;SAS;17837280;63
26081;SAS;17837280;64
27691;SAS;17837280;65
10174;SAS;17837280;66
16897;SAS;17837280;67
15662;SAS;17837280;68
28140;SAS;17837280;69
23718;SAS;17837280;70
28148;SAS;17837280;71
28146;SAS;17837280;72
28305;SAS;17837280;74
28306;SAS;17837280;75
28319;SAS;17837280;76
28323;SAS;17837280;77
28326;SAS;17837280;78
28338;SAS;17837280;79
21299;SAS;17837280;80
28401;SAS;17837280;81
28414;SAS;17837280;82
85124;SAS;17837280;83
85126;SAS;17837280;84
28845;SAS;17837280;85
28859;SAS;17837280;86
28862;SAS;17837280;87
28864;SAS;17837280;88
28782;SAS;17837280;89
25463;SAS;17837280;90
29176;SAS;17837280;91
27527;SAS;17837280;92
29359;SAS;17837280;93
29441;SAS;17837280;94
27682;SAS;17837280;96
27683;SAS;17837280;97
27806;SAS;17837280;98
85137;SAS;17837280;99
38039;SAS;17837280;101
28863;SAS;17837280;102
29428;SAS;17837280;103
21747;SAS;17837280;104
29534;SAS;17837280;105
29537;SAS;17837280;106
85191;SAS;17837280;107
13364;SAS;17837280;108
10955;SAS;17837280;109
23663;SAS;17837280;110
17846;SAS;17837280;111
17844;SAS;17837280;112
17859;SAS;17837280;113
10618;SAS;17837280;114
10949;SAS;17837280;115
27798;SAS;17837280;116
11451;SAS;17837280;117
12518;SAS;17837280;118
85155;SAS;17837280;119
24144;SAS;17837280;139
24607;SAS;17837280;151
85193;SAS;18626400;173
85189;SAS;18626400;175
85185;SAS;18626400;177
18722;SAS;18626400;181
29565;SAS;18626400;183
29415;SAS;18626400;185
20935;SAS;18626400;187
29568;SAS;18626400;189
85224;SAS;18626400;199
85256;SAS;18626400;201
85297;SAS;18626400;205
85346;SAS;18626400;209
85371;SAS;18626400;211
85372;SAS;18626400;215
85374;SAS;18626400;217
85379;SAS;18626400;219
85409;SAS;18626400;221
85433;SAS;18626400;225
85428;SAS;18626400;227
85434;SAS;18626400;231
85427;SAS;18626400;235
85445;SAS;18626400;239
85440;SAS;18626400;241
24072;SAS;18626400;261
24272;SAS;18626400;263
24271;SAS;18626400;269
85533;SAS;18626400;273
85534;SAS;18626400;275
24256;SAS;18626400;277
85549;SAS;18626400;281
14338;SAS;18626400;283
85581;SAS;18626400;287
24165;SAS;18626400;297
25944;SAS;18626400;299
25979;SAS;18626400;301
25967;SAS;18626400;305
25934;SAS;18626400;309
85621;SAS;18626400;317
85617;SAS;18626400;319
26223;SAS;18626400;321
26018;SAS;18626400;325
26279;SAS;18626400;327
26160;SAS;18626400;329
26346;SAS;18626400;331
26549;SAS;18626400;333
26344;SAS;18626400;335
20755;SAS;18626400;337
26639;SAS;18626400;343
20863;SAS;18626400;345
24115;SAS;18626400;347
26591;SAS;18626400;349
20202;SAS;18626400;351
20727;SAS;18626400;357
24935;SAS;18626400;359
24791;SAS;18626400;365
24762;SAS;18626400;363
25791;SAS;18626400;369
25037;SAS;18626400;371
24893;SAS;18626400;373
23565;SAS;18626400;375
20846;SAS;18626400;377
25894;SAS;18626400;379
25795;SAS;18626400;381
85528;SAS;18626400;383
25983;SAS;18626400;385
26497;SAS;18626400;387
26496;SAS;18626400;389
26511;SAS;18626400;391
26797;SAS;18626400;393
26529;SAS;18626400;395
26443;SAS;18626400;397
27175;SAS;18626400;399
26945;SAS;18626400;401
18689;SAS;18626400;403
85669;SAS;18626400;405
26949;SAS;18626400;407
27572;SAS;18626400;409
27102;SAS;18626400;411
27166;SAS;18626400;413
27117;SAS;18626400;415
27149;SAS;18626400;417
27124;SAS;18626400;419
27099;SAS;18626400;421
27274;SAS;18626400;423
27878;SAS;18626400;425
27326;SAS;18626400;427
27247;SAS;18626400;429
27309;SAS;18626400;431
27334;SAS;18626400;433
27246;SAS;18626400;435
27667;SAS;18626400;437
27349;SAS;18626400;439
27283;SAS;18626400;441
27701;SAS;18626400;443
27321;SAS;18626400;445
27692;SAS;18626400;447
27757;SAS;18626400;449
27786;SAS;18626400;451
27677;SAS;18626400;453
27875;SAS;18626400;455
27680;SAS;18626400;457
27454;SAS;18626400;1737
20381;SAS;18626400;1753
23065;SAS;18626400;1761
27710;SAS;18626400;459
28712;SAS;18626400;461
85715;SAS;18626400;463
28634;SAS;18626400;465
27948;SAS;18626400;467
27900;SAS;18626400;469
27955;SAS;18626400;471
28619;SAS;18626400;473
24869;SAS;18626400;475
28641;SAS;18626400;477
28633;SAS;18626400;479
39355;SAS;18626400;481
28794;SAS;18626400;483
28709;SAS;18626400;485
28827;SAS;18626400;487
29191;SAS;18626400;489
29127;SAS;18626400;491
28795;SAS;18626400;493
29090;SAS;18626400;495
28809;SAS;18626400;497
29228;SAS;18626400;499
29057;SAS;18626400;501
29302;SAS;18626400;503
29285;SAS;18626400;505
28717;SAS;18626400;507
29611;SAS;18626400;509
20395;SAS;18626400;511
29603;SAS;18626400;513
29625;SAS;18626400;515
29982;SAS;18626400;517
29972;SAS;18626400;519
29967;SAS;18626400;521
84047;SAS;18626400;775
84046;SAS;18626400;777
25914;SAS;19239840;152
25953;SAS;19239840;153
26002;SAS;19239840;154
26625;SAS;19239840;155
20717;SAS;19239840;156
85441;SAS;19239840;158
85442;SAS;19239840;159
24236;SAS;19239840;160
24173;SAS;19239840;161
26614;SAS;19239840;162
11017;SAS;19239840;163
29530;SAS;19239840;165
85369;SAS;19239840;166
85430;SAS;19239840;167
25831;SAS;19239840;168
14125;SAS;19239840;164
28067;SAS;18626400;1045
29993;SAS;18626400;523
29994;SAS;18626400;525
29979;SAS;18626400;527
29969;SAS;18626400;529
29968;SAS;18626400;531
29973;SAS;18626400;533
20450;SAS;18626400;535
29992;SAS;18626400;539
20397;SAS;18626400;541
21932;SAS;18626400;543
25728;SAS;18626400;545
20467;SAS;18626400;547
22875;SAS;18626400;549
20414;SAS;18626400;553
20582;SAS;18626400;557
20505;SAS;18626400;559
20594;SAS;18626400;561
20548;SAS;18626400;563
20588;SAS;18626400;565
20501;SAS;18626400;567
20586;SAS;18626400;569
22914;SAS;18626400;571
20569;SAS;18626400;573
22288;SAS;18626400;575
20427;SAS;18626400;577
20621;SAS;18626400;579
20602;SAS;18626400;581
22303;SAS;18626400;583
21097;SAS;18626400;585
20614;SAS;18626400;587
22525;SAS;18626400;589
29226;SAS;18626400;593
20200;SAS;18626400;595
21114;SAS;18626400;597
21111;SAS;18626400;599
26263;SAS;18969120;910
29197;SAS;18957600;936
26264;SAS;18969120;937
25801;SAS;18957600;938
26849;SAS;18969120;939
29549;SAS;18626400;940
26908;SAS;18626400;941
29595;SAS;18626400;942
23363;SAS;18969120;954
23723;SAS;18970560;990
23265;SAS;18626400;897
26910;SAS;18626400;899
18042;SAS;18626400;901
16454;SAS;18626400;903
29119;SAS;18626400;907
26944;SAS;18626400;909
22527;SAS;18626400;1111
26948;SAS;18626400;911
27085;SAS;18626400;913
26493;SAS;18626400;915
25502;SAS;18626400;917
26792;SAS;18626400;919
27043;SAS;18626400;921
26480;SAS;18626400;923
29193;SAS;18626400;925
25867;SAS;18626400;927
29266;SAS;18626400;929
25705;SAS;18626400;931
26209;SAS;18626400;933
25276;SAS;18626400;935
29596;SAS;18626400;943
27927;SAS;18626400;945
29554;SAS;18626400;947
26857;SAS;18626400;949
23253;SAS;18626400;955
23787;SAS;18626400;959
23515;SAS;18626400;961
24180;SAS;18626400;963
23691;SAS;18626400;967
23920;SAS;18626400;969
23548;SAS;18626400;971
24194;SAS;18626400;973
23658;SAS;18626400;975
23932;SAS;18626400;977
23624;SAS;18626400;979
23619;SAS;18626400;981
23933;SAS;18626400;983
23922;SAS;18626400;985
24308;SAS;18626400;987
23698;SAS;18626400;989
24618;SAS;18626400;991
23978;SAS;18626400;993
24985;SAS;18626400;995
24813;SAS;18626400;999
27002;SAS;18626400;1001
26839;SAS;18626400;1003
25683;SAS;18626400;1007
25721;SAS;18626400;1009
26724;SAS;18626400;1011
25724;SAS;18626400;1015
26939;SAS;18626400;1017
26313;SAS;18626400;1019
26820;SAS;18626400;1021
26952;SAS;18626400;1025
27051;SAS;18626400;1027
26862;SAS;18626400;1029
26388;SAS;18626400;1031
27071;SAS;18626400;1033
27059;SAS;18626400;1035
27262;SAS;18626400;1037
27198;SAS;18626400;1039
27242;SAS;18626400;1041
27287;SAS;18626400;1043
27901;SAS;18626400;1047
27263;SAS;18626400;1049
28100;SAS;18626400;1051
27555;SAS;18626400;1053
27221;SAS;18626400;1057
28002;SAS;18626400;1059
27681;SAS;18626400;1061
27282;SAS;18626400;1063
28209;SAS;18626400;1069
24648;SAS;18626400;1073
25149;SAS;18626400;1075
24836;SAS;18626400;1077
22405;SAS;18626400;1187
24129;SAS;18626400;1189
21688;SAS;18626400;1191
23881;SAS;18626400;1193
23844;SAS;18626400;1195
23512;SAS;18626400;1197
23097;SAS;18626400;1199
23185;SAS;18626400;1201
26997;SAS;18626400;1205
22883;SAS;18626400;1207
27925;SAS;18626400;1209
23860;SAS;18626400;1211
22430;SAS;18626400;1213
20374;SAS;18626400;1215
20510;SAS;18626400;1217
49128;SAS;18626400;1219
20456;SAS;18626400;1221
22260;SAS;18626400;1223
23581;SAS;18626400;1225
67525;SAS;18626400;1229
17950;SAS;18626400;1233
29943;SAS;18626400;1235
17410;SAS;18626400;1237
25106;SAS;18626400;1239
20528;SAS;18626400;1257
29659;SAS;18626400;1259
22015;SAS;18626400;1261
22352;SAS;18626400;1263
42918;SAS;18626400;1265
22938;SAS;18626400;1267
29663;SAS;18626400;1269
23056;SAS;18626400;1271
29867;SAS;18626400;1273
27421;SAS;18626400;1337
16168;SAS;18979200;120
29203;SAS;18979200;121
16289;SAS;18979200;122
24417;SAS;18979200;123
29564;SAS;18979200;125
29572;SAS;18979200;126
85226;SAS;18979200;127
10112;SAS;18979200;128
85299;SAS;18979200;129
85317;SAS;18979200;130
85435;SAS;18979200;131
13671;SAS;18979200;132
23833;SAS;18979200;133
23934;SAS;18979200;134
24034;SAS;18979200;135
23972;SAS;18979200;137
85584;SAS;18979200;140
24040;SAS;18979200;141
24547;SAS;18979200;143
24332;SAS;18979200;144
20246;SAS;18979200;145
26308;SAS;18979200;146
20392;SAS;18979200;147
23771;SAS;18979200;148
23687;SAS;18979200;149
24083;SAS;18979200;150
28078;SAS;19009440;1082
23156;SAS;19130400;1066
23213;SAS;18626400;1363
22854;SAS;18626400;1365
27320;SAS;18626400;1449
23692;SAS;18626400;1483
23461;SAS;18626400;1571
20489;SAS;18626400;7
20553;SAS;18626400;9
26739;SAS;18626400;11
20563;SAS;18626400;13
20485;SAS;18626400;15
11294;SAS;18626400;17
27636;SAS;18626400;19
21907;SAS;18626400;21
22079;SAS;18626400;23
21914;SAS;18626400;25
21947;SAS;18626400;27
21792;SAS;18626400;29
23255;SAS;18626400;31
23615;SAS;18626400;33
23650;SAS;18626400;35
22163;SAS;18626400;37
24505;SAS;18626400;39
26031;SAS;18626400;45
15000;SAS;18626400;47
26488;SAS;18626400;49
26077;SAS;18626400;51
26487;SAS;18626400;55
27375;SAS;18626400;57
27629;SAS;18626400;59
27653;SAS;18626400;63
27668;SAS;18626400;67
27674;SAS;18626400;69
20653;SAS;18626400;71
27690;SAS;18626400;73
37198;SAS;18626400;75
27695;SAS;18626400;77
27799;SAS;18626400;79
27840;SAS;18626400;81
14547;SAS;18626400;83
17871;SAS;18626400;85
17881;SAS;18626400;87
28147;SAS;18626400;89
28175;SAS;18626400;91
28181;SAS;18626400;93
28186;SAS;18626400;95
28322;SAS;18626400;101
28335;SAS;18626400;103
28399;SAS;18626400;105
28415;SAS;18626400;107
85131;SAS;18626400;109
85129;SAS;18626400;111
85140;SAS;18626400;113
85139;SAS;18626400;115
28850;SAS;18626400;119
28853;SAS;18626400;121
85153;SAS;18626400;123
85154;SAS;18626400;127
29291;SAS;18626400;129
29295;SAS;18626400;131
29195;SAS;18626400;133
29201;SAS;18626400;135
29324;SAS;18626400;139
29438;SAS;18626400;141
29440;SAS;18626400;143
29341;SAS;18626400;145
10976;SAS;18626400;147
29433;SAS;18626400;149
17101;SAS;18626400;153
29298;SAS;18626400;155
29434;SAS;18626400;157
21820;SAS;18626400;161
17217;SAS;18626400;163
29507;SAS;18626400;165
17469;SAS;18626400;169
85197;SAS;18626400;171
26293;SAS;18626400;323
24999;SAS;18626400;1079
28220;SAS;18626400;1081
24457;SAS;18626400;1083
24723;SAS;18626400;1085
24951;SAS;18626400;1087
24695;SAS;18626400;1091
26779;SAS;18626400;1093
27898;SAS;18626400;1095
27945;SAS;18626400;1097
26288;SAS;18626400;1099
28463;SAS;18626400;1101
26629;SAS;18626400;1103
27882;SAS;18626400;1105
26760;SAS;18626400;1107
26641;SAS;18626400;1109
22458;SAS;18626400;1113
20994;SAS;18626400;1117
22592;SAS;18626400;1119
22590;SAS;18626400;1123
23859;SAS;18626400;1125
21595;SAS;18626400;1127
23458;SAS;18626400;1129
22402;SAS;18626400;1131
24429;SAS;18626400;1133
22400;SAS;18626400;1135
26702;SAS;18626400;1137
20904;SAS;18626400;1139
28262;SAS;18626400;1141
26674;SAS;18626400;1143
26345;SAS;18626400;1145
27542;SAS;18626400;1149
24087;SAS;18626400;1151
29592;SAS;18626400;1153
22423;SAS;18626400;1155
26673;SAS;18626400;1157
22471;SAS;18626400;1159
24286;SAS;18626400;1161
23119;SAS;18626400;1163
23475;SAS;18626400;1165
25729;SAS;18626400;1169
85746;SAS;18626400;603
85744;SAS;18626400;605
21116;SAS;18626400;607
21223;SAS;18626400;609
29232;SAS;18626400;611
21217;SAS;18626400;613
21180;SAS;18626400;615
21205;SAS;18626400;617
21144;SAS;18626400;619
21263;SAS;18626400;623
21272;SAS;18626400;625
21261;SAS;18626400;627
85770;SAS;18626400;631
85767;SAS;18626400;633
85765;SAS;18626400;635
85772;SAS;18626400;637
85771;SAS;18626400;639
85780;SAS;18626400;641
85775;SAS;18626400;645
85784;SAS;18626400;647
85781;SAS;18626400;649
85798;SAS;18626400;651
85790;SAS;18626400;653
85793;SAS;18626400;655
85803;SAS;18626400;657
85800;SAS;18626400;659
23765;SAS;18626400;661
23756;SAS;18626400;663
23736;SAS;18626400;665
23767;SAS;18626400;667
23825;SAS;18626400;669
24601;SAS;18626400;671
23869;SAS;18626400;673
23852;SAS;18626400;675
23863;SAS;18626400;677
23953;SAS;18626400;679
23938;SAS;18626400;681
24159;SAS;18626400;683
24731;SAS;18626400;687
24142;SAS;18626400;689
85848;SAS;18626400;691
85847;SAS;18626400;693
85858;SAS;18626400;695
85849;SAS;18626400;697
85880;SAS;18626400;699
85882;SAS;18626400;701
85884;SAS;18626400;703
27137;SAS;18626400;705
27158;SAS;18626400;707
27130;SAS;18626400;709
27150;SAS;18626400;711
27161;SAS;18626400;713
23349;SAS;18626400;715
23258;SAS;18626400;717
23289;SAS;18626400;719
23267;SAS;18626400;721
24289;SAS;18626400;723
24451;SAS;18626400;725
24268;SAS;18626400;727
25741;SAS;18626400;729
25733;SAS;18626400;731
47581;SAS;18626400;735
42233;SAS;18626400;739
25777;SAS;18626400;741
25558;SAS;18626400;743
25781;SAS;18626400;745
25749;SAS;18626400;747
25726;SAS;18626400;749
25688;SAS;18626400;751
21605;SAS;18626400;1173
23713;SAS;18626400;1175
23478;SAS;18626400;1177
27541;SAS;18626400;1179
24865;SAS;18626400;1181
23063;SAS;18626400;1183
25704;SAS;18626400;733
26775;SAS;18626400;753
25436;SAS;18626400;755
25343;SAS;18626400;757
25732;SAS;18626400;759
25562;SAS;18626400;761
25620;SAS;18626400;763
25793;SAS;18626400;767
25635;SAS;18626400;769
25816;SAS;18626400;771
25821;SAS;18626400;773
84059;SAS;18626400;779
84058;SAS;18626400;783
84055;SAS;18626400;785
26718;SAS;18626400;787
26754;SAS;18626400;789
26628;SAS;18626400;791
25650;SAS;18626400;793
26836;SAS;18626400;795
26817;SAS;18626400;797
26856;SAS;18626400;799
26890;SAS;18626400;801
26845;SAS;18626400;803
26835;SAS;18626400;805
28407;SAS;18626400;807
84049;SAS;18626400;809
84071;SAS;18626400;811
84069;SAS;18626400;813
84064;SAS;18626400;815
84065;SAS;18626400;817
84079;SAS;18626400;823
84082;SAS;18626400;825
84081;SAS;18626400;827
84092;SAS;18626400;829
84083;SAS;18626400;831
84084;SAS;18626400;833
87926;SAS;18626400;835
87963;SAS;18626400;837
87938;SAS;18626400;839
84091;SAS;18626400;841
87573;SAS;18626400;843
87763;SAS;18626400;845
87887;SAS;18626400;847
87764;SAS;18626400;849
24830;SAS;18626400;851
25205;SAS;18626400;853
24891;SAS;18626400;857
27177;SAS;18626400;859
25225;SAS;18626400;861
42243;SAS;18626400;863
18760;SAS;18626400;865
27235;SAS;18626400;867
24854;SAS;18626400;869
27276;SAS;18626400;871
29485;SAS;18626400;875
25416;SAS;18626400;877
25195;SAS;18626400;879
24786;SAS;18626400;881
25217;SAS;18626400;883
25425;SAS;18626400;887
25500;SAS;18626400;889
24990;SAS;18626400;891
25191;SAS;18626400;893
27227;SAS;18626400;895
24916;SAS;18626400;1833
25779;SAS;18626400;1845
26301;SAS;17837280;17
15230;SAS;19504800;157
